Country,Item Type,Order Date,Order ID,Order Priority,Region,Sales Channel,Ship Date,Total Cost,Total Revenue,Units Sold
Laos,Personal Care,24/09/10,652860494,L,Asia,Offline,07/11/10,238568.07,366112.41,4359
Solomon Islands,Personal Care,12/05/10,970021632,C,Australia and Oceania,Online,16/05/10,325381.28,470591.36,5648
South Africa,Office Supplies,30/04/17,952827503,L,Sub-Saharan Africa,Online,21/06/17,3473256.15,4531210.04,6671
Canada,Snacks,12/09/12,163080278,L,North America,Offline,26/10/12,394804.48,515416.64,2536
Myanmar,Cereal,01/06/11,443544114,H,Asia,Online,08/06/11,149271.68,263544.78,1303
Vietnam,Vegetables,06/08/14,861401895,M,Asia,Online,24/08/14,850667.9,1381077.9,9145
Antigua and Barbuda,Snacks,04/10/11,962888328,H,Central America and the Caribbean,Online,15/10/11,486262.14,658729.5,3237
Belgium,Cereal,20/05/17,900239651,M,Europe,Online,16/06/17,629324.52,1146092.2,5401
Israel,Snacks,31/01/10,622798666,L,Middle East and North Africa,Offline,29/03/10,444873.39,589371.48,2789
Norway,Baby Food,02/10/15,873936345,C,Europe,Offline,07/10/15,407628.3,2182561.2,8215
Trinidad and Tobago,Baby Food,23/12/17,928464858,H,Central America and the Caribbean,Online,02/01/18,289929.48,1522875.09,6211
United States,Clothes,18/08/17,734031447,C,North America,Online,23/08/17,164651,520013.2,4580
China,Household,17/08/16,147796183,H,Asia,Online,30/08/16,1220392.68,3326737.44,4854
Netherlands,Baby Food,28/04/15,347975555,M,Europe,Offline,26/05/15,380160.54,1985513.64,7694
Latvia,Clothes,14/05/13,523926776,M,Europe,Online,30/05/13,140621.96,425068.85,3859
Albania,Office Supplies,27/06/12,181717883,C,Europe,Offline,01/07/12,2085993.25,2596299.75,4015
Canada,Office Supplies,18/08/15,722959503,M,North America,Offline,11/09/15,5300087.02,6466934.66,9934
Saint Lucia,Snacks,19/08/12,685257215,L,Central America and the Caribbean,Offline,17/10/12,993670.23,1355834.58,6473
United Arab Emirates,Baby Food,08/09/13,904673125,M,Middle East and North Africa,Offline,30/09/13,359723.16,1957298.46,7962
Qatar,Cereal,30/08/14,204801830,L,Middle East and North Africa,Online,04/10/14,805253.04,1408625.94,7086
Canada,Cosmetics,30/09/11,927145672,H,North America,Offline,06/10/11,42391.58,64405.88,154
Canada,Cereal,14/10/13,599609090,H,North America,Online,20/10/13,997788.77,1754823.55,8299
Myanmar,Meat,30/12/13,303259499,L,Asia,Offline,23/02/14,668029.9,990811.92,1607
Indonesia,Vegetables,17/09/10,840376990,H,Asia,Offline,24/09/10,222651.12,384147.2,2488
China,Meat,25/10/13,966804968,L,Asia,Offline,21/12/13,2812572.48,4011400.41,6477
Kazakhstan,Clothes,18/12/16,899563204,C,Asia,Offline,22/12/16,356501.38,1014762.3,9706
Antigua and Barbuda,Office Supplies,12/08/13,301949932,M,Central America and the Caribbean,Online,07/09/13,1835517.52,2087869.24,3362
Papua New Guinea,Fruits,11/04/17,438411395,H,Australia and Oceania,Online,21/04/17,48977.72,61273.96,6908
Canada,Beverages,01/09/16,608341388,C,North America,Offline,06/09/16,303486.72,445281.22,9298
Somalia,Office Supplies,03/01/17,364180837,L,Sub-Saharan Africa,Offline,27/02/17,341267.36,417246.4,632
Ukraine,Household,13/03/11,847224210,L,Europe,Offline,13/04/11,1277482.44,3520528.44,5018
Belgium,Cereal,15/08/14,893096206,L,Europe,Online,16/09/14,1016372.49,1809602.34,8799
Turkey,Baby Food,04/09/13,747365830,H,Europe,Online,11/09/13,79900.8,432454.96,1624
Mongolia,Fruits,18/12/12,327966627,H,Asia,Offline,28/12/12,38214.85,47994.45,5315
Malaysia,Clothes,29/06/13,865378073,H,Asia,Online,12/07/13,334685.76,938859.92,8968
Nepal,Office Supplies,12/07/14,199823067,L,Asia,Offline,04/09/14,395074.03,518353.94,767
Bahrain,Cosmetics,09/10/10,145660707,H,Middle East and North Africa,Offline,15/10/10,2437129.26,4424070.78,9738
Angola,Household,13/10/11,458697233,H,Sub-Saharan Africa,Online,27/10/11,2419599.96,6054111.6,9294
Nicaragua,Snacks,11/04/15,832773091,H,Central America and the Caribbean,Offline,19/04/15,320899.5,484720.5,2175
Vietnam,Household,20/06/16,326567597,H,Asia,Online,28/06/16,2056150.44,5219798.22,8171
Uzbekistan,Clothes,12/07/11,389223354,L,Asia,Online,23/08/11,347350.08,1077059.06,9779
Saint Kitts and Nevis,Beverages,09/04/17,305261786,M,Central America and the Caribbean,Online,09/05/17,4097.13,5781,123
Qatar,Vegetables,09/03/17,863503662,C,Middle East and North Africa,Offline,14/03/17,196546.7,310142.35,2065
Fiji,Clothes,02/09/17,220917887,H,Australia and Oceania,Offline,13/09/17,85447.78,243381.52,2278
India,Snacks,22/10/17,255030819,C,Asia,Offline,23/10/17,1007297.76,1421473.2,6872
Bahamas,Beverages,11/08/14,316411521,L,Central America and the Caribbean,Online,22/09/14,278328.36,405795.18,8601
United States,Clothes,10/02/12,152541869,M,North America,Online,03/03/12,290910.8,867938.06,8126
Albania,Household,09/09/10,218558797,M,Europe,Offline,25/09/10,1912072.96,4938823.68,7616
Norway,Cosmetics,12/10/14,170110003,L,Europe,Offline,05/12/14,85354.75,145821,325
Armenia,Fruits,15/01/15,389523201,L,Asia,Offline,20/02/15,32997.25,45042.4,4615
Antigua and Barbuda,Clothes,12/03/10,692433358,M,Central America and the Caribbean,Offline,03/04/10,285601.23,923790.6,8061
Turkmenistan,Beverages,09/11/15,958415072,L,Asia,Online,17/12/15,53392.14,82855.8,1719
Ireland,Baby Food,15/09/12,817739417,H,Europe,Offline,24/09/12,206931.6,1107667.8,4230
Singapore,Snacks,03/09/11,550677534,M,Asia,Offline,18/09/11,855942.84,1195632.18,5463
Taiwan,Baby Food,07/02/12,847353229,M,Asia,Offline,25/02/12,248271.5,1296949.84,5119
Canada,Personal Care,06/07/17,606649882,C,North America,Online,11/07/17,533800.8,734104.8,9360
China,Clothes,08/10/13,629516369,L,Asia,Offline,18/11/13,287651.71,857713.72,7823
Trinidad and Tobago,Office Supplies,27/02/11,320073428,H,Central America and the Caribbean,Offline,13/03/11,1197432.4,1582387.52,2344
Ghana,Office Supplies,21/08/17,330353853,H,Sub-Saharan Africa,Offline,03/09/17,3931495.47,4639403.58,7329
Jamaica,Beverages,17/02/10,732032603,H,Central America and the Caribbean,Online,03/03/10,208035.74,315727.23,6803
Mozambique,Beverages,10/11/16,676482414,L,Sub-Saharan Africa,Offline,13/12/16,53464.32,79690.56,1632
Egypt,Baby Food,26/01/16,332313217,M,Middle East and North Africa,Online,15/02/16,10091.88,52022.04,204
Canada,Fruits,26/08/15,558601270,H,North America,Offline,09/09/15,27808.97,35175.84,3857
Iraq,Fruits,21/04/10,284756848,M,Middle East and North Africa,Offline,09/05/10,62380.94,86329.92,9466
United States,Clothes,13/03/12,810453382,H,North America,Offline,21/03/12,115227.76,363341.3,3338
Niger,Personal Care,28/04/11,421686223,C,Sub-Saharan Africa,Offline,30/04/11,350480.73,518117.88,6107
Canada,Cereal,25/04/15,288007621,H,North America,Offline,06/05/15,25370.24,43935.36,224
Israel,Beverages,17/05/12,851283773,H,Middle East and North Africa,Offline,23/05/12,82519.36,123412.52,2618
United States,Cosmetics,07/10/11,582172975,L,North America,Online,02/12/11,2598572.84,4329217.04,9836
Mali,Personal Care,17/07/13,997244122,M,Sub-Saharan Africa,Online,09/08/13,213196.72,303685.36,3608
Fiji,Household,03/01/16,845732616,L,Australia and Oceania,Online,16/02/16,413389.53,1022312.96,1591
Costa Rica,Clothes,05/06/14,156727602,H,Central America and the Caribbean,Online,20/06/14,351835.8,1083769.62,9613
Singapore,Office Supplies,12/09/12,179642578,C,Asia,Offline,13/09/12,4583437.33,5512987.45,8429
Saint Lucia,Office Supplies,21/11/15,246222107,H,Central America and the Caribbean,Online,04/12/15,836138.88,1044920.64,1632
United States,Baby Food,20/04/12,258722903,M,North America,Online,09/05/12,179623.68,908697.6,3712
Timor-Leste,Beverages,11/08/13,462582739,M,Asia,Offline,09/09/13,90538.89,139262.63,2797
Australia,Baby Food,05/05/10,784015630,H,Australia and Oceania,Offline,11/05/10,246864.38,1407439.18,5383
Malaysia,Beverages,07/02/11,777365765,C,Asia,Online,11/02/11,288114.06,405020.85,8931
Iran,Vegetables,05/07/13,411236729,C,Middle East and North Africa,Online,09/07/13,185909.46,306082.32,1986
Canada,Cosmetics,14/02/16,408361258,C,North America,Offline,16/02/16,2660463.36,4361407.2,9936
Malawi,Beverages,29/03/13,644541387,C,Sub-Saharan Africa,Offline,03/04/13,24804,37603.5,795
Uganda,Baby Food,12/01/10,783616973,H,Sub-Saharan Africa,Offline,27/01/10,215846.4,1104460.8,4380
Lithuania,Fruits,18/07/14,956523994,L,Europe,Offline,29/08/14,62097.84,86247,9324
Croatia,Clothes,01/06/17,719361329,L,Europe,Online,02/07/17,214440.84,644542.32,6099
Seychelles,Baby Food,06/08/10,759501682,H,Sub-Saharan Africa,Online,17/08/10,162047.32,904162.34,3506
Armenia,Personal Care,01/01/17,387559535,L,Asia,Offline,24/02/17,478279.2,681251.55,8715
United States,Beverages,06/12/15,380899257,M,North America,Online,24/12/15,304810.66,447227.48,9206
Qatar,Snacks,04/08/15,301524161,C,Middle East and North Africa,Online,06/08/15,1264334.68,1861412.48,8548
Laos,Household,27/09/11,827892854,L,Asia,Offline,17/11/11,283244.31,776045.07,1173
Portugal,Office Supplies,03/05/13,869863359,L,Europe,Online,07/06/13,224526.55,283589.61,439
Jamaica,Vegetables,03/03/11,982655420,M,Central America and the Caribbean,Offline,27/03/11,368211.38,675357.06,4226
Sierra Leone,Snacks,23/12/13,533017720,M,Sub-Saharan Africa,Offline,18/01/14,768864.37,988532.96,4861
United States,Vegetables,05/02/16,883022242,L,North America,Online,27/03/16,281696.78,509654.19,3163
Vanuatu,Beverages,14/06/13,974801011,M,Australia and Oceania,Online,12/07/13,154290.96,222536.84,4684
Bangladesh,Clothes,15/09/12,395744142,H,Asia,Online,28/09/12,298304.37,937777.23,8307
Monaco,Meat,03/06/10,319730389,H,Europe,Online,12/06/10,461282.98,636182.68,1042
Mexico,Fruits,01/08/16,251844355,C,Central America and the Caribbean,Online,04/08/16,14391.85,19056.07,2101
United States,Beverages,26/11/15,313265406,H,North America,Online,08/12/15,67915.11,102010.92,2127
Saint Vincent and the Grenadines,Beverages,06/06/12,142102640,C,Central America and the Caribbean,Online,08/06/12,217203.75,335537.7,6735
Cape Verde,Vegetables,11/11/16,518051363,H,Sub-Saharan Africa,Offline,24/11/16,768347.36,1247081.8,8237
Solomon Islands,Office Supplies,13/02/10,131566102,M,Australia and Oceania,Offline,05/03/10,1906523.82,2405553.21,3519
Mongolia,Fruits,01/03/16,839160327,M,Asia,Offline,20/03/16,68594.96,87769.92,9884
Zambia,Meat,07/03/13,830274097,M,Sub-Saharan Africa,Online,25/03/13,3035419.29,4471522.73,6907
Dominican Republic,Fruits,26/08/10,664746769,L,Central America and the Caribbean,Offline,27/09/10,36341.01,50014.38,5199
Sudan,Cosmetics,14/07/12,128321175,H,Middle East and North Africa,Online,22/07/12,1744248.48,2841899.32,6604
Sri Lanka,Household,08/10/11,584571024,C,Asia,Offline,10/10/11,2496477.2,6373388.74,9962
Netherlands,Fruits,13/01/11,415624678,M,Europe,Offline,05/02/11,4920.82,6733.02,697
Dominica,Office Supplies,11/02/14,560280392,M,Central America and the Caribbean,Offline,26/02/14,2877488.51,3825355.82,5629
Swaziland,Baby Food,12/06/11,159471828,H,Sub-Saharan Africa,Offline,23/06/11,19514.82,105044.34,394
South Korea,Fruits,24/10/16,178038923,M,Asia,Online,10/11/16,3734.64,5187,546
San Marino,Beverages,06/11/12,690870883,C,Europe,Offline,09/11/12,180063.73,279374.48,5929
Trinidad and Tobago,Personal Care,09/01/17,253111068,H,Central America and the Caribbean,Online,21/01/17,410260.64,584847.14,7054
South Korea,Office Supplies,15/06/10,952348464,L,Asia,Online,18/07/10,2092648.22,2662254.16,4066
Timor-Leste,Clothes,30/08/12,537503892,L,Asia,Online,14/10/12,334429.35,998912.85,9115
Fiji,Clothes,07/08/10,750346154,L,Australia and Oceania,Offline,09/09/10,220119.57,687449.4,6171
United States,Office Supplies,31/03/13,586520936,L,North America,Offline,09/05/13,4830916.25,5890058.4,9505
Latvia,Cereal,01/01/17,915501167,M,Europe,Online,28/01/17,599576.88,1033920.72,4956
Armenia,Beverages,02/01/16,710702692,L,Asia,Offline,26/02/16,195411.96,293361.9,6099
Honduras,Fruits,29/03/10,308790156,H,Central America and the Caribbean,Online,11/04/10,36048.84,49651.2,5172
Mexico,Beverages,20/04/13,158811546,C,Central America and the Caribbean,Offline,22/04/13,224933.07,340935.39,7143
Togo,Vegetables,27/09/11,132770955,H,Sub-Saharan Africa,Online,08/10/11,183615.12,309858.12,2028
Morocco,Cereal,19/04/16,811400475,C,Middle East and North Africa,Online,21/04/16,1020144.84,1742072.28,8619
Tajikistan,Snacks,16/05/17,989072843,C,Asia,Offline,21/05/17,60876.06,86216.96,386
New Zealand,Household,18/10/17,941895248,H,Australia and Oceania,Offline,01/11/17,1777860.24,4843962.28,7213
Dominican Republic,Personal Care,14/11/14,715160949,L,Central America and the Caribbean,Offline,04/01/15,242381.46,366180.12,4458
South Africa,Household,03/03/10,991865187,H,Sub-Saharan Africa,Offline,16/03/10,2064149.1,5128152.9,7995
Syria,Clothes,08/05/11,259936038,L,Middle East and North Africa,Online,15/06/11,119550.18,351119.82,3246
Saint Vincent and the Grenadines,Cosmetics,01/05/10,106993632,L,Central America and the Caribbean,Offline,26/06/10,733100.4,1186084.8,2790
Algeria,Household,14/09/10,641057786,M,Middle East and North Africa,Online,30/09/10,520984.53,1380636.18,2013
Grenada,Beverages,15/04/10,796090933,C,Central America and the Caribbean,Online,16/04/10,37165.76,53682.56,1184
Lithuania,Cosmetics,11/08/10,660286768,H,Europe,Online,23/08/10,1834531.74,3072267.67,6781
Saint Vincent and the Grenadines,Meat,26/07/10,631790821,M,Central America and the Caribbean,Offline,21/08/10,1587585.28,2261424.64,3712
Tanzania,Personal Care,27/10/11,919228886,L,Sub-Saharan Africa,Online,27/11/11,438785.6,623172.48,7456
Canada,Snacks,12/11/13,628382021,C,North America,Offline,13/11/13,1445688,2008820,9200
Tunisia,Household,04/05/16,526574971,H,Middle East and North Africa,Offline,18/05/16,307084.86,779049.18,1194
Indonesia,Beverages,10/04/12,437369840,C,Asia,Offline,14/04/12,118932.96,178360.42,3902
Andorra,Cereal,02/07/14,111426101,C,Europe,Online,03/07/14,912103.02,1527848.16,7754
Nicaragua,Snacks,05/10/16,553011201,H,Central America and the Caribbean,Offline,12/10/16,16130.25,22161.84,107
Dominica,Snacks,31/03/15,230206457,L,Central America and the Caribbean,Offline,15/05/15,1390523.9,1898151.07,9047
Mexico,Meat,11/06/13,721488771,H,Central America and the Caribbean,Online,20/06/13,3951348.96,6397856.48,9808
France,Cereal,22/09/15,156801073,M,Europe,Online,08/10/15,191662.4,331692.96,1648
Barbados,Clothes,20/06/14,597362668,L,Central America and the Caribbean,Offline,04/08/14,304862.88,932735.24,8852
Tunisia,Snacks,04/11/10,981149980,C,Middle East and North Africa,Offline,05/11/10,424651.5,607111.65,2745
Singapore,Beverages,29/10/15,990934494,C,Asia,Online,02/11/15,93210.22,135914.59,2911
Seychelles,Snacks,11/10/14,653299501,M,Sub-Saharan Africa,Offline,02/11/14,1328425.76,1830986.4,8936
Saint Lucia,Snacks,30/04/10,893264863,L,Central America and the Caribbean,Online,09/06/10,591706.5,816354,3850
Solomon Islands,Vegetables,20/08/17,633074594,M,Australia and Oceania,Online,07/09/17,683287.63,1109316.3,7531
Dominican Republic,Office Supplies,04/02/14,283545717,C,Central America and the Caribbean,Offline,05/02/14,3300637.58,3908364.68,6262
Guatemala,Snacks,23/07/17,808191951,L,Central America and the Caribbean,Online,27/08/17,242056.08,327983.04,1512
Albania,Fruits,13/09/17,661392444,M,Europe,Offline,06/10/17,46935.98,64309.7,6734
Saudi Arabia,Beverages,14/05/16,698639425,C,Middle East and North Africa,Online,18/05/16,247173.2,376143.02,7582
Philippines,Clothes,18/02/16,455281449,M,Asia,Online,04/03/16,92943,306711.9,2694
United States,Personal Care,16/09/16,420122455,C,North America,Online,19/09/16,499083.96,697691.28,8412
